TIME_PERIOD,OBS_VALUE,INDICADOR,ENTIDAD
2024-01-01,0.05538375687331554,Más de 2 hasta 3 salarios mínimos,Coahuila de Zaragoza
2005-01-01,0.09212568130811158,Más de 3 hasta 5 salarios mínimos,Coahuila de Zaragoza
2006-01-01,0.09199923853799295,Más de 3 hasta 5 salarios mínimos,Coahuila de Zaragoza
2007-01-01,0.10527262343699904,Más de 3 hasta 5 salarios mínimos,Coahuila de Zaragoza
2008-01-01,0.09016471625521,Más de 3 hasta 5 salarios mínimos,Coahuila de Zaragoza
2009-01-01,0.08236193491503688,Más de 3 hasta 5 salarios mínimos,Coahuila de Zaragoza
2010-01-01,0.07600265027792624,Más de 3 hasta 5 salarios mínimos,Coahuila de Zaragoza
2011-01-01,0.08128574136649407,Más de 3 hasta 5 salarios mínimos,Coahuila de Zaragoza
2012-01-01,0.07885168085618094,Más de 3 hasta 5 salarios mínimos,Coahuila de Zaragoza
2013-01-01,0.08913960932050789,Más de 3 hasta 5 salarios mínimos,Coahuila de Zaragoza
2014-01-01,0.08415860407052708,Más de 3 hasta 5 salarios mínimos,Coahuila de Zaragoza
2015-01-01,0.08194055592246095,Más de 3 hasta 5 salarios mínimos,Coahuila de Zaragoza
2016-01-01,0.07369911213394434,Más de 3 hasta 5 salarios mínimos,Coahuila de Zaragoza
2017-01-01,0.07237377891405905,Más de 3 hasta 5 salarios mínimos,Coahuila de Zaragoza
2018-01-01,0.0738868416467795,Más de 3 hasta 5 salarios mínimos,Coahuila de Zaragoza
2019-01-01,0.056199919100735116,Más de 3 hasta 5 salarios mínimos,Coahuila de Zaragoza
2020-01-01,0.04222984979417525,Más de 3 hasta 5 salarios mínimos,Coahuila de Zaragoza
2021-01-01,0.04243206766555304,Más de 3 hasta 5 salarios mínimos,Coahuila de Zaragoza
2022-01-01,0.028240933324986152,Más de 3 hasta 5 salarios mínimos,Coahuila de Zaragoza
2023-01-01,0.026711270060643118,Más de 3 hasta 5 salarios mínimos,Coahuila de Zaragoza
2024-01-01,0.018880782872347558,Más de 3 hasta 5 salarios mínimos,Coahuila de Zaragoza
2005-01-01,0.05726554985572299,Más de 5 salarios mínimos,Coahuila de Zaragoza
2006-01-01,0.06398986053222186,Más de 5 salarios mínimos,Coahuila de Zaragoza
2007-01-01,0.06679574783584483,Más de 5 salarios mínimos,Coahuila de Zaragoza
2008-01-01,0.06374368788073101,Más de 5 salarios mínimos,Coahuila de Zaragoza
2009-01-01,0.05543152853478679,Más de 5 salarios mínimos,Coahuila de Zaragoza
2010-01-01,0.04533416096909064,Más de 5 salarios mínimos,Coahuila de Zaragoza
2011-01-01,0.0504218650112011,Más de 5 salarios mínimos,Coahuila de Zaragoza
2012-01-01,0.04453878651181728,Más de 5 salarios mínimos,Coahuila de Zaragoza
2013-01-01,0.048140712147580166,Más de 5 salarios mínimos,Coahuila de Zaragoza
2014-01-01,0.048881236330638546,Más de 5 salarios mínimos,Coahuila de Zaragoza
2015-01-01,0.04343355253117458,Más de 5 salarios mínimos,Coahuila de Zaragoza
2016-01-01,0.04047149482663382,Más de 5 salarios mínimos,Coahuila de Zaragoza
2017-01-01,0.03714351651141841,Más de 5 salarios mínimos,Coahuila de Zaragoza
2018-01-01,0.0308366827519796,Más de 5 salarios mínimos,Coahuila de Zaragoza
2019-01-01,0.028453513985848708,Más de 5 salarios mínimos,Coahuila de Zaragoza
2020-01-01,0.021436789225103024,Más de 5 salarios mínimos,Coahuila de Zaragoza
2021-01-01,0.01705295682463071,Más de 5 salarios mínimos,Coahuila de Zaragoza
2022-01-01,0.010669111289000693,Más de 5 salarios mínimos,Coahuila de Zaragoza
2023-01-01,0.008133972888398934,Más de 5 salarios mínimos,Coahuila de Zaragoza
2024-01-01,0.007334820360299494,Más de 5 salarios mínimos,Coahuila de Zaragoza
2015-01-01,0.21443746,Instrucción media superior 15 años o más,Coahuila de Zaragoza
2020-01-01,0.24913570248133698,Instrucción media superior 15 años o más,Coahuila de Zaragoza
2015-01-01,0.21505499,Instrucción superior 15 años o más,Coahuila de Zaragoza
2020-01-01,0.23690645382440897,Instrucción superior 15 años o más,Coahuila de Zaragoza
2015-01-01,0.025120344000000003,Sin escolaridad 15 años o más,Coahuila de Zaragoza
2020-01-01,0.0192955932051191,Sin escolaridad 15 años o más,Coahuila de Zaragoza
2015-01-01,0.54099816,Escolaridad básica 15 años o más,Coahuila de Zaragoza
2020-01-01,0.491167501031804,Escolaridad básica 15 años o más,Coahuila de Zaragoza
2000-01-01,0.077,Grado promedio de escolaridad 15 años o más,Colima
2005-01-01,0.084,Grado promedio de escolaridad 15 años o más,Colima
2010-01-01,0.0895,Grado promedio de escolaridad 15 años o más,Colima
2015-01-01,0.0952872041908884,Grado promedio de escolaridad 15 años o más,Colima
2020-01-01,0.100467299821295,Grado promedio de escolaridad 15 años o más,Colima
1910-01-01,0.469,Porcentaje de analfabetas total,Colima
1921-01-01,0.501,Porcentaje de analfabetas total,Colima
1930-01-01,0.48200000000000004,Porcentaje de analfabetas total,Colima
1940-01-01,0.377,Porcentaje de analfabetas total,Colima
1950-01-01,0.33299999999999996,Porcentaje de analfabetas total,Colima
1960-01-01,0.259,Porcentaje de analfabetas total,Colima
1970-01-01,0.223,Porcentaje de analfabetas total,Colima
1980-01-01,0.129,Porcentaje de analfabetas total,Colima
1990-01-01,0.09300000000000001,Porcentaje de analfabetas total,Colima
1995-01-01,0.086,Porcentaje de analfabetas total,Colima
2000-01-01,0.07200000000000001,Porcentaje de analfabetas total,Colima
2005-01-01,0.064,Porcentaje de analfabetas total,Colima
2010-01-01,0.0513,Porcentaje de analfabetas total,Colima
2015-01-01,0.0388011671880284,Porcentaje de analfabetas total,Colima
2005-01-01,0.05644317917731815,Hasta 1 salario mínimo,Colima
2006-01-01,0.052654860245494685,Hasta 1 salario mínimo,Colima
2007-01-01,0.04746160184226649,Hasta 1 salario mínimo,Colima
2008-01-01,0.044781125219191684,Hasta 1 salario mínimo,Colima
2009-01-01,0.05358532454453905,Hasta 1 salario mínimo,Colima
2010-01-01,0.04817309835448194,Hasta 1 salario mínimo,Colima
2011-01-01,0.05209705559099538,Hasta 1 salario mínimo,Colima
2012-01-01,0.05735871678797334,Hasta 1 salario mínimo,Colima
2013-01-01,0.05631268685968135,Hasta 1 salario mínimo,Colima
2014-01-01,0.056048681510402654,Hasta 1 salario mínimo,Colima
2015-01-01,0.05078660877226103,Hasta 1 salario mínimo,Colima
2016-01-01,0.05971409393157553,Hasta 1 salario mínimo,Colima
2017-01-01,0.05622155098273656,Hasta 1 salario mínimo,Colima
2018-01-01,0.061463511841084055,Hasta 1 salario mínimo,Colima
2019-01-01,0.07129786951384082,Hasta 1 salario mínimo,Colima
2020-01-01,0.07850110269336101,Hasta 1 salario mínimo,Colima
2021-01-01,0.08705329980817374,Hasta 1 salario mínimo,Colima
2022-01-01,0.11651394397798168,Hasta 1 salario mínimo,Colima
2023-01-01,0.12140735940146925,Hasta 1 salario mínimo,Colima
2024-01-01,0.13021215738230305,Hasta 1 salario mínimo,Colima
2005-01-01,0.10927145613701505,Más de 1 hasta 2 salarios mínimos,Colima
2006-01-01,0.09639284431580504,Más de 1 hasta 2 salarios mínimos,Colima
2007-01-01,0.09051076063915943,Más de 1 hasta 2 salarios mínimos,Colima
2008-01-01,0.08957193360516623,Más de 1 hasta 2 salarios mínimos,Colima
2009-01-01,0.10447652800371833,Más de 1 hasta 2 salarios mínimos,Colima
2010-01-01,0.09463919268931913,Más de 1 hasta 2 salarios mínimos,Colima
2011-01-01,0.09489512800608711,Más de 1 hasta 2 salarios mínimos,Colima
2012-01-01,0.10350200982238243,Más de 1 hasta 2 salarios mínimos,Colima
2013-01-01,0.09951810377293234,Más de 1 hasta 2 salarios mínimos,Colima
2014-01-01,0.09983014503001283,Más de 1 hasta 2 salarios mínimos,Colima
2015-01-01,0.1015763639796111,Más de 1 hasta 2 salarios mínimos,Colima
2016-01-01,0.10891420021116076,Más de 1 hasta 2 salarios mínimos,Colima
2017-01-01,0.11592480719344982,Más de 1 hasta 2 salarios mínimos,Colima
2018-01-01,0.1331560841566505,Más de 1 hasta 2 salarios mínimos,Colima
2019-01-01,0.14859459232689362,Más de 1 hasta 2 salarios mínimos,Colima
2020-01-01,0.16041898245945055,Más de 1 hasta 2 salarios mínimos,Colima
2021-01-01,0.17426622695658,Más de 1 hasta 2 salarios mínimos,Colima
2022-01-01,0.18220008176201238,Más de 1 hasta 2 salarios mínimos,Colima
2023-01-01,0.19394721838250675,Más de 1 hasta 2 salarios mínimos,Colima
2024-01-01,0.19046925652626298,Más de 1 hasta 2 salarios mínimos,Colima
2005-01-01,0.08565157148994007,Más de 2 hasta 3 salarios mínimos,Colima
2006-01-01,0.10103812350791203,Más de 2 hasta 3 salarios mínimos,Colima
2007-01-01,0.10264288833019951,Más de 2 hasta 3 salarios mínimos,Colima
2008-01-01,0.13280243170726555,Más de 2 hasta 3 salarios mínimos,Colima
2009-01-01,0.1097173219529715,Más de 2 hasta 3 salarios mínimos,Colima
2010-01-01,0.09632044946238212,Más de 2 hasta 3 salarios mínimos,Colima
2011-01-01,0.10096187101782324,Más de 2 hasta 3 salarios mínimos,Colima
2012-01-01,0.10974975213471574,Más de 2 hasta 3 salarios mínimos,Colima
2013-01-01,0.10869373073760097,Más de 2 hasta 3 salarios mínimos,Colima
2014-01-01,0.11702238857590826,Más de 2 hasta 3 salarios mínimos,Colima
2015-01-01,0.09940462456037309,Más de 2 hasta 3 salarios mínimos,Colima
2016-01-01,0.10481824093302289,Más de 2 hasta 3 salarios mínimos,Colima
2017-01-01,0.10757521727882309,Más de 2 hasta 3 salarios mínimos,Colima
2018-01-01,0.09843517294904873,Más de 2 hasta 3 salarios mínimos,Colima
2019-01-01,0.11077793859557122,Más de 2 hasta 3 salarios mínimos,Colima
2020-01-01,0.09013509873651714,Más de 2 hasta 3 salarios mínimos,Colima
2021-01-01,0.09390531193301531,Más de 2 hasta 3 salarios mínimos,Colima
2022-01-01,0.0821824441372672,Más de 2 hasta 3 salarios mínimos,Colima
2023-01-01,0.0713007816612455,Más de 2 hasta 3 salarios mínimos,Colima
2024-01-01,0.06471265027871549,Más de 2 hasta 3 salarios mínimos,Colima
2005-01-01,0.11024637497447165,Más de 3 hasta 5 salarios mínimos,Colima
2006-01-01,0.11188591116838852,Más de 3 hasta 5 salarios mínimos,Colima
2007-01-01,0.12491901351417968,Más de 3 hasta 5 salarios mínimos,Colima
2008-01-01,0.11623541362967345,Más de 3 hasta 5 salarios mínimos,Colima
2009-01-01,0.11904089113303615,Más de 3 hasta 5 salarios mínimos,Colima
2010-01-01,0.11018130673040712,Más de 3 hasta 5 salarios mínimos,Colima
2011-01-01,0.11370867951210889,Más de 3 hasta 5 salarios mínimos,Colima
2012-01-01,0.10758890485815957,Más de 3 hasta 5 salarios mínimos,Colima
2013-01-01,0.10828561766491687,Más de 3 hasta 5 salarios mínimos,Colima
2014-01-01,0.09929790717156889,Más de 3 hasta 5 salarios mínimos,Colima
2015-01-01,0.09104105048979506,Más de 3 hasta 5 salarios mínimos,Colima
2016-01-01,0.07776938728420699,Más de 3 hasta 5 salarios mínimos,Colima
2017-01-01,0.08265650018529007,Más de 3 hasta 5 salarios mínimos,Colima
2018-01-01,0.08867598011453023,Más de 3 hasta 5 salarios mínimos,Colima
2019-01-01,0.06529761779903369,Más de 3 hasta 5 salarios mínimos,Colima
2020-01-01,0.04697760842012002,Más de 3 hasta 5 salarios mínimos,Colima
2021-01-01,0.05451427485435287,Más de 3 hasta 5 salarios mínimos,Colima
2022-01-01,0.033090713448757234,Más de 3 hasta 5 salarios mínimos,Colima
2023-01-01,0.026162134890913343,Más de 3 hasta 5 salarios mínimos,Colima
2024-01-01,0.017347082477088178,Más de 3 hasta 5 salarios mínimos,Colima
2005-01-01,0.06106645117219135,Más de 5 salarios mínimos,Colima
2006-01-01,0.07543935168557525,Más de 5 salarios mínimos,Colima
2007-01-01,0.07229540348875696,Más de 5 salarios mínimos,Colima
2008-01-01,0.08304944048901752,Más de 5 salarios mínimos,Colima
2009-01-01,0.07651682406214129,Más de 5 salarios mínimos,Colima
2010-01-01,0.06347311142024886,Más de 5 salarios mínimos,Colima
2011-01-01,0.06308459699794791,Más de 5 salarios mínimos,Colima
2012-01-01,0.06174689303748338,Más de 5 salarios mínimos,Colima
2013-01-01,0.06252469045661012,Más de 5 salarios mínimos,Colima
2014-01-01,0.06112088908701032,Más de 5 salarios mínimos,Colima
2015-01-01,0.04710632852977576,Más de 5 salarios mínimos,Colima
2016-01-01,0.04431963585257903,Más de 5 salarios mínimos,Colima
2017-01-01,0.035579538383012047,Más de 5 salarios mínimos,Colima
2018-01-01,0.03416678902803124,Más de 5 salarios mínimos,Colima
2019-01-01,0.026383557429432453,Más de 5 salarios mínimos,Colima
2020-01-01,0.016061176579968854,Más de 5 salarios mínimos,Colima
2021-01-01,0.016335995384137898,Más de 5 salarios mínimos,Colima
2022-01-01,0.01049677942441184,Más de 5 salarios mínimos,Colima
2023-01-01,0.007615625568266495,Más de 5 salarios mínimos,Colima
2024-01-01,0.005906895217469179,Más de 5 salarios mínimos,Colima
2015-01-01,0.21719290000000002,Instrucción media superior 15 años o más,Colima
2020-01-01,0.239668723214543,Instrucción media superior 15 años o más,Colima
2015-01-01,0.22029623,Instrucción superior 15 años o más,Colima
2020-01-01,0.24383934478097,Instrucción superior 15 años o más,Colima
2015-01-01,0.04670663,Sin escolaridad 15 años o más,Colima
2020-01-01,0.0399678574510312,Sin escolaridad 15 años o más,Colima
2015-01-01,0.5146423999999999,Escolaridad básica 15 años o más,Colima
2020-01-01,0.475125478183335,Escolaridad básica 15 años o más,Colima
2000-01-01,0.073,Grado promedio de escolaridad 15 años o más,Durango
2005-01-01,0.08,Grado promedio de escolaridad 15 años o más,Durango
2010-01-01,0.0858,Grado promedio de escolaridad 15 años o más,Durango
2015-01-01,0.09147609658731311,Grado promedio de escolaridad 15 años o más,Durango
2020-01-01,0.09746069430771459,Grado promedio de escolaridad 15 años o más,Durango
1910-01-01,0.7240000000000001,Porcentaje de analfabetas total,Durango
1921-01-01,0.636,Porcentaje de analfabetas total,Durango
1930-01-01,0.583,Porcentaje de analfabetas total,Durango
1940-01-01,0.45299999999999996,Porcentaje de analfabetas total,Durango
1950-01-01,0.314,Porcentaje de analfabetas total,Durango
1960-01-01,0.19899999999999998,Porcentaje de analfabetas total,Durango
1970-01-01,0.156,Porcentaje de analfabetas total,Durango
1980-01-01,0.095,Porcentaje de analfabetas total,Durango
1990-01-01,0.07,Porcentaje de analfabetas total,Durango
1995-01-01,0.061,Porcentaje de analfabetas total,Durango
2000-01-01,0.054000000000000006,Porcentaje de analfabetas total,Durango
2005-01-01,0.048,Porcentaje de analfabetas total,Durango
2010-01-01,0.0382,Porcentaje de analfabetas total,Durango
2015-01-01,0.03153828003284,Porcentaje de analfabetas total,Durango
2005-01-01,0.055661191279403784,Hasta 1 salario mínimo,Durango
2006-01-01,0.04904159187127307,Hasta 1 salario mínimo,Durango
2007-01-01,0.048085569243471515,Hasta 1 salario mínimo,Durango
2008-01-01,0.041990448719350454,Hasta 1 salario mínimo,Durango
2009-01-01,0.045355827281781336,Hasta 1 salario mínimo,Durango
2010-01-01,0.04623211960801845,Hasta 1 salario mínimo,Durango
2011-01-01,0.05100956315442021,Hasta 1 salario mínimo,Durango
2012-01-01,0.05913634598826407,Hasta 1 salario mínimo,Durango
2013-01-01,0.055237841823368244,Hasta 1 salario mínimo,Durango
2014-01-01,0.05433961201126316,Hasta 1 salario mínimo,Durango
2015-01-01,0.055588749710202244,Hasta 1 salario mínimo,Durango
2016-01-01,0.06418309990408262,Hasta 1 salario mínimo,Durango
2017-01-01,0.056687708256622164,Hasta 1 salario mínimo,Durango
2018-01-01,0.0716982375750633,Hasta 1 salario mínimo,Durango
2019-01-01,0.07792803696682896,Hasta 1 salario mínimo,Durango
2020-01-01,0.09042006566083723,Hasta 1 salario mínimo,Durango
2021-01-01,0.10043884538782637,Hasta 1 salario mínimo,Durango
2022-01-01,0.14719245355086896,Hasta 1 salario mínimo,Durango
2023-01-01,0.15460903609527188,Hasta 1 salario mínimo,Durango
2024-01-01,0.1813638719886503,Hasta 1 salario mínimo,Durango
2005-01-01,0.1023595254708548,Más de 1 hasta 2 salarios mínimos,Durango
2006-01-01,0.09160008799847857,Más de 1 hasta 2 salarios mínimos,Durango
2007-01-01,0.0929634680412453,Más de 1 hasta 2 salarios mínimos,Durango
2008-01-01,0.08692748806089919,Más de 1 hasta 2 salarios mínimos,Durango
2009-01-01,0.10279371977123046,Más de 1 hasta 2 salarios mínimos,Durango
2010-01-01,0.09744867214474069,Más de 1 hasta 2 salarios mínimos,Durango
2011-01-01,0.09508345101516656,Más de 1 hasta 2 salarios mínimos,Durango
2012-01-01,0.11677462163198267,Más de 1 hasta 2 salarios mínimos,Durango
2013-01-01,0.11859419915318072,Más de 1 hasta 2 salarios mínimos,Durango
2014-01-01,0.10773429912047884,Más de 1 hasta 2 salarios mínimos,Durango
2015-01-01,0.11697856860365213,Más de 1 hasta 2 salarios mínimos,Durango
2016-01-01,0.126777000059096,Más de 1 hasta 2 salarios mínimos,Durango
2017-01-01,0.13865402011991945,Más de 1 hasta 2 salarios mínimos,Durango
2018-01-01,0.15089286120164924,Más de 1 hasta 2 salarios mínimos,Durango
2019-01-01,0.1707728451548088,Más de 1 hasta 2 salarios mínimos,Durango
2020-01-01,0.17517583826699043,Más de 1 hasta 2 salarios mínimos,Durango
2021-01-01,0.19569857856110004,Más de 1 hasta 2 salarios mínimos,Durango
2022-01-01,0.18112350967178675,Más de 1 hasta 2 salarios mínimos,Durango
2023-01-01,0.1896121736283524,Más de 1 hasta 2 salarios mínimos,Durango
2024-01-01,0.18476563992033393,Más de 1 hasta 2 salarios mínimos,Durango
2005-01-01,0.07235108344813557,Más de 2 hasta 3 salarios mínimos,Durango
2006-01-01,0.08335586306429521,Más de 2 hasta 3 salarios mínimos,Durango
2007-01-01,0.08523560466153386,Más de 2 hasta 3 salarios mínimos,Durango
2008-01-01,0.10920939198219887,Más de 2 hasta 3 salarios mínimos,Durango
2009-01-01,0.08162405565638714,Más de 2 hasta 3 salarios mínimos,Durango
2010-01-01,0.07340315040289443,Más de 2 hasta 3 salarios mínimos,Durango
2011-01-01,0.08793435619565763,Más de 2 hasta 3 salarios mínimos,Durango
2012-01-01,0.0832343805689636,Más de 2 hasta 3 salarios mínimos,Durango
2013-01-01,0.08208277248192518,Más de 2 hasta 3 salarios mínimos,Durango
2014-01-01,0.08932051142299689,Más de 2 hasta 3 salarios mínimos,Durango
2015-01-01,0.08640007546106254,Más de 2 hasta 3 salarios mínimos,Durango
2016-01-01,0.08938314558984639,Más de 2 hasta 3 salarios mínimos,Durango
2017-01-01,0.09083937931003132,Más de 2 hasta 3 salarios mínimos,Durango
2018-01-01,0.07270372213963933,Más de 2 hasta 3 salarios mínimos,Durango
2019-01-01,0.08898495779180929,Más de 2 hasta 3 salarios mínimos,Durango
2020-01-01,0.06950299657144936,Más de 2 hasta 3 salarios mínimos,Durango
2021-01-01,0.06014787329822934,Más de 2 hasta 3 salarios mínimos,Durango
2022-01-01,0.04634572886257605,Más de 2 hasta 3 salarios mínimos,Durango
2023-01-01,0.03996712410989551,Más de 2 hasta 3 salarios mínimos,Durango
2024-01-01,0.03530747824189016,Más de 2 hasta 3 salarios mínimos,Durango
2005-01-01,0.07267677058836393,Más de 3 hasta 5 salarios mínimos,Durango
2006-01-01,0.07215312000328669,Más de 3 hasta 5 salarios mínimos,Durango
2007-01-01,0.08238145220019388,Más de 3 hasta 5 salarios mínimos,Durango
2008-01-01,0.06897195512342648,Más de 3 hasta 5 salarios mínimos,Durango
2009-01-01,0.06751431466215012,Más de 3 hasta 5 salarios mínimos,Durango
2010-01-01,0.06811068297922634,Más de 3 hasta 5 salarios mínimos,Durango
2011-01-01,0.06472306902789703,Más de 3 hasta 5 salarios mínimos,Durango
2012-01-01,0.056430327251438206,Más de 3 hasta 5 salarios mínimos,Durango
2013-01-01,0.058637856765797025,Más de 3 hasta 5 salarios mínimos,Durango
2014-01-01,0.05617113122759401,Más de 3 hasta 5 salarios mínimos,Durango
2015-01-01,0.05356016542337747,Más de 3 hasta 5 salarios mínimos,Durango
2016-01-01,0.05281507266536655,Más de 3 hasta 5 salarios mínimos,Durango
2017-01-01,0.05546515949104695,Más de 3 hasta 5 salarios mínimos,Durango
2018-01-01,0.05268807306085525,Más de 3 hasta 5 salarios mínimos,Durango
2019-01-01,0.04029509934948927,Más de 3 hasta 5 salarios mínimos,Durango
2020-01-01,0.029467528806191398,Más de 3 hasta 5 salarios mínimos,Durango
2021-01-01,0.02598395765694486,Más de 3 hasta 5 salarios mínimos,Durango
2022-01-01,0.018791231277112377,Más de 3 hasta 5 salarios mínimos,Durango
2023-01-01,0.014379586936949226,Más de 3 hasta 5 salarios mínimos,Durango
2024-01-01,0.009166507516437945,Más de 3 hasta 5 salarios mínimos,Durango
2005-01-01,0.0325036097267475,Más de 5 salarios mínimos,Durango
2006-01-01,0.037078470390301085,Más de 5 salarios mínimos,Durango
2007-01-01,0.03898272963593943,Más de 5 salarios mínimos,Durango
2008-01-01,0.040353564369097955,Más de 5 salarios mínimos,Durango
2009-01-01,0.036540076084226734,Más de 5 salarios mínimos,Durango
2010-01-01,0.028906250956866598,Más de 5 salarios mínimos,Durango
2011-01-01,0.029815350773515648,Más de 5 salarios mínimos,Durango
2012-01-01,0.024871642087187847,Más de 5 salarios mínimos,Durango
2013-01-01,0.021820692079410436,Más de 5 salarios mínimos,Durango
2014-01-01,0.023921052534885058,Más de 5 salarios mínimos,Durango
2015-01-01,0.022851547406366912,Más de 5 salarios mínimos,Durango
2016-01-01,0.021144581804792232,Más de 5 salarios mínimos,Durango
2017-01-01,0.019573423386565203,Más de 5 salarios mínimos,Durango
2018-01-01,0.015710589778208117,Más de 5 salarios mínimos,Durango
2019-01-01,0.014517162845882144,Más de 5 salarios mínimos,Durango
2020-01-01,0.012973744759410325,Más de 5 salarios mínimos,Durango
2021-01-01,0.00839112760210624,Más de 5 salarios mínimos,Durango
2022-01-01,0.005078301912531035,Más de 5 salarios mínimos,Durango
2023-01-01,0.003577196955228767,Más de 5 salarios mínimos,Durango
2024-01-01,0.003289908056639293,Más de 5 salarios mínimos,Durango
2015-01-01,0.20202632,Instrucción media superior 15 años o más,Durango
2020-01-01,0.226763891876607,Instrucción media superior 15 años o más,Durango
2015-01-01,0.16672646,Instrucción superior 15 años o más,Durango
2020-01-01,0.195515863453968,Instrucción superior 15 años o más,Durango
2015-01-01,0.033599673999999996,Sin escolaridad 15 años o más,Durango
2020-01-01,0.0285168949452367,Sin escolaridad 15 años o más,Durango
2015-01-01,0.59534049,Escolaridad básica 15 años o más,Durango
2020-01-01,0.547293912681262,Escolaridad básica 15 años o más,Durango
2000-01-01,0.08,Grado promedio de escolaridad 15 años o más,Estado de México
2005-01-01,0.087,Grado promedio de escolaridad 15 años o más,Estado de México
2010-01-01,0.091,Grado promedio de escolaridad 15 años o más,Estado de México
2015-01-01,0.09528067379259371,Grado promedio de escolaridad 15 años o más,Estado de México
2020-01-01,0.100823980468445,Grado promedio de escolaridad 15 años o más,Estado de México
1910-01-01,0.7490000000000001,Porcentaje de analfabetas total,Estado de México
1921-01-01,0.675,Porcentaje de analfabetas total,Estado de México
1930-01-01,0.741,Porcentaje de analfabetas total,Estado de México
1940-01-01,0.652,Porcentaje de analfabetas total,Estado de México
1950-01-01,0.519,Porcentaje de analfabetas total,Estado de México
1960-01-01,0.409,Porcentaje de analfabetas total,Estado de México
1970-01-01,0.275,Porcentaje de analfabetas total,Estado de México
1980-01-01,0.136,Porcentaje de analfabetas total,Estado de México
1990-01-01,0.09,Porcentaje de analfabetas total,Estado de México
1995-01-01,0.071,Porcentaje de analfabetas total,Estado de México
2000-01-01,0.064,Porcentaje de analfabetas total,Estado de México
2005-01-01,0.053,Porcentaje de analfabetas total,Estado de México
2010-01-01,0.0438,Porcentaje de analfabetas total,Estado de México
2015-01-01,0.0333707124315867,Porcentaje de analfabetas total,Estado de México
2005-01-01,0.04709910658543873,Hasta 1 salario mínimo,Estado de México
2006-01-01,0.042591484059069804,Hasta 1 salario mínimo,Estado de México
2007-01-01,0.042317648516026596,Hasta 1 salario mínimo,Estado de México
2008-01-01,0.04052857059738376,Hasta 1 salario mínimo,Estado de México
2009-01-01,0.04009305375443646,Hasta 1 salario mínimo,Estado de México
2010-01-01,0.03952892428779334,Hasta 1 salario mínimo,Estado de México
2011-01-01,0.036268812934645824,Hasta 1 salario mínimo,Estado de México
2012-01-01,0.04079168616583361,Hasta 1 salario mínimo,Estado de México
2013-01-01,0.04506109768262258,Hasta 1 salario mínimo,Estado de México
2014-01-01,0.049424655416608294,Hasta 1 salario mínimo,Estado de México
2015-01-01,0.0550537431752876,Hasta 1 salario mínimo,Estado de México
2016-01-01,0.05526663457297132,Hasta 1 salario mínimo,Estado de México
2017-01-01,0.054445129857743496,Hasta 1 salario mínimo,Estado de México
2018-01-01,0.0612524312946441,Hasta 1 salario mínimo,Estado de México
2019-01-01,0.07225199993417732,Hasta 1 salario mínimo,Estado de México
2020-01-01,0.08723524025048505,Hasta 1 salario mínimo,Estado de México
2021-01-01,0.11170209854771698,Hasta 1 salario mínimo,Estado de México
2022-01-01,0.1610165192499384,Hasta 1 salario mínimo,Estado de México
2023-01-01,0.17916262711993078,Hasta 1 salario mínimo,Estado de México
2024-01-01,0.19311395235216083,Hasta 1 salario mínimo,Estado de México
2005-01-01,0.09920735292070423,Más de 1 hasta 2 salarios mínimos,Estado de México
2006-01-01,0.0972688549951294,Más de 1 hasta 2 salarios mínimos,Estado de México
2007-01-01,0.10756245138763212,Más de 1 hasta 2 salarios mínimos,Estado de México
2008-01-01,0.10301499304479494,Más de 1 hasta 2 salarios mínimos,Estado de México
2009-01-01,0.11078176362011909,Más de 1 hasta 2 salarios mínimos,Estado de México
2010-01-01,0.10651404842769392,Más de 1 hasta 2 salarios mínimos,Estado de México
2011-01-01,0.10205286856193078,Más de 1 hasta 2 salarios mínimos,Estado de México
2012-01-01,0.10438624507787432,Más de 1 hasta 2 salarios mínimos,Estado de México
2013-01-01,0.11670460630177054,Más de 1 hasta 2 salarios mínimos,Estado de México
2014-01-01,0.12328919108515879,Más de 1 hasta 2 salarios mínimos,Estado de México
2015-01-01,0.11843536578954651,Más de 1 hasta 2 salarios mínimos,Estado de México
2016-01-01,0.1276164440600542,Más de 1 hasta 2 salarios mínimos,Estado de México
2017-01-01,0.13443540930154674,Más de 1 hasta 2 salarios mínimos,Estado de México
2018-01-01,0.14541357632340732,Más de 1 hasta 2 salarios mínimos,Estado de México
2019-01-01,0.16360333351227077,Más de 1 hasta 2 salarios mínimos,Estado de México
2020-01-01,0.15118576218326707,Más de 1 hasta 2 salarios mínimos,Estado de México
2021-01-01,0.15799745215778002,Más de 1 hasta 2 salarios mínimos,Estado de México
2022-01-01,0.15597783081842737,Más de 1 hasta 2 salarios mínimos,Estado de México
2023-01-01,0.16356281666329064,Más de 1 hasta 2 salarios mínimos,Estado de México
2024-01-01,0.14562166785209732,Más de 1 hasta 2 salarios mínimos,Estado de México
2005-01-01,0.09687463747086827,Más de 2 hasta 3 salarios mínimos,Estado de México
2006-01-01,0.11900400464180069,Más de 2 hasta 3 salarios mínimos,Estado de México
2007-01-01,0.1044915240019718,Más de 2 hasta 3 salarios mínimos,Estado de México
2008-01-01,0.10861833254268519,Más de 2 hasta 3 salarios mínimos,Estado de México
2009-01-01,0.10616778731671865,Más de 2 hasta 3 salarios mínimos,Estado de México
2010-01-01,0.10714707671959589,Más de 2 hasta 3 salarios mínimos,Estado de México
